id_obra,chuva_mm
CCbjj-40854,108
CCbjj-40855,314
CCbjj-40856,161
CCbjj-40857,245
CCbjj-40858,488
CCbjj-40859,245
CCbjj-40860,137
CCbjj-40861,425
CCbjj-40862,219
CCbjj-40863,188
CCbjj-40864,225
CCbjj-40865,389
CCbjj-40866,329
CCbjj-40867,305
CCbjj-40868,35
CCbjj-40869,330
CCbjj-40870,226
CCbjj-40871,88
CCbjj-40872,427
CCbjj-40873,236
CCbjj-40874,110
CCbjj-40875,364
CCbjj-40876,310
CCbjj-40877,136
CCbjj-40878,147
CCbjj-40879,171
CCbjj-40880,377
CCbjj-40881,471
CCbjj-40882,444
CCbjj-40883,394
CCbjj-40884,440
CCbjj-40885,70
CCbjj-40886,465
CCbjj-40887,209
CCbjj-40888,321
CCbjj-40889,237
CCbjj-40890,463
CCbjj-40891,384
CCbjj-40892,490
CCbjj-40893,434
CCbjj-40894,204
CCbjj-40895,305
CCbjj-40896,270
CCbjj-40897,101
CCbjj-40898,145
CCbjj-40899,497
CCbjj-40900,189
CCbjj-40901,148
CCbjj-40902,163
CCbjj-40903,107
CCbjj-40904,191
CCbjj-40905,449
CCbjj-40906,233
CCbjj-40907,63
CCbjj-40908,45
CCbjj-40909,457
CCbjj-40910,320
CCbjj-40911,472
CCbjj-40912,264
CCbjj-40913,343
CCbjj-40914,490
CCbjj-40915,312
CCbjj-40916,454
CCbjj-40917,59
CCbjj-40918,446
CCbjj-40919,257
CCbjj-40920,381
CCbjj-40921,491
CCbjj-40922,77
CCbjj-40923,389
CCbjj-40924,330
CCbjj-40925,369
CCbjj-40926,339
CCbjj-40927,284
CCbjj-40928,382
CCbjj-40929,445
CCbjj-40930,65
CCbjj-40931,420
CCbjj-40932,499
CCbjj-40933,310
CCbjj-40934,168
CCbjj-40935,288
CCbjj-40936,226
CCbjj-40937,468
CCbjj-40938,457
CCbjj-40939,264
CCbjj-40940,329
CCbjj-40941,358
CCbjj-40942,205
CCbjj-40943,104
CCbjj-40944,406
CCbjj-40945,288
CCbjj-40946,101
CCbjj-40947,385
CCbjj-40948,340
CCbjj-40949,102
CCbjj-40950,129
CCbjj-40951,244
CCbjj-40952,224
CCbjj-40953,72
CCbjj-40954,157
CCbjj-40955,215
CCbjj-40956,470
CCbjj-40957,391
CCbjj-40958,278
CCbjj-40959,45
CCbjj-40960,345
CCbjj-40961,84
CCbjj-40962,203
CCbjj-40963,101
CCbjj-40964,328
CCbjj-40965,286
CCbjj-40966,348
CCbjj-40967,410
CCbjj-40968,72
CCbjj-40969,117
CCbjj-40970,170
CCbjj-40971,215
CCbjj-40972,479
CCbjj-40973,446
CCbjj-40974,107
CCbjj-40975,231
CCbjj-40976,33
CCbjj-40977,284
CCbjj-40978,493
CCbjj-40979,190
CCbjj-40980,140
CCbjj-40981,170
CCbjj-40982,418
CCbjj-40983,293
CCbjj-40984,456
CCbjj-40985,477
CCbjj-40986,396
CCbjj-40987,357
CCbjj-40988,380
CCbjj-40989,278
CCbjj-40990,370
CCbjj-40991,359
CCbjj-40992,306
CCbjj-40993,340
CCbjj-40994,488
CCbjj-40995,92
CCbjj-40996,373
CCbjj-40997,346
CCbjj-40998,377
CCbjj-40999,60
CCbjj-41000,105
CCbjj-41001,330
CCbjj-41002,181
CCbjj-41003,92
CCbjj-41004,458
CCbjj-41005,57
CCbjj-41006,367
CCbjj-41007,62
CCbjj-41008,300
CCbjj-41009,185
CCbjj-41010,472
CCbjj-41011,313
CCbjj-41012,69
CCbjj-41013,361
CCbjj-41014,372
CCbjj-41015,443
CCbjj-41016,373
CCbjj-41017,422
CCbjj-41018,87
CCbjj-41019,391
CCbjj-41020,42
CCbjj-41021,455
CCbjj-41022,113
CCbjj-41023,304
CCbjj-41024,477
CCbjj-41025,417
CCbjj-41026,55
CCbjj-41027,208
CCbjj-41028,303
CCbjj-41029,497
CCbjj-41030,200
CCbjj-41031,411
CCbjj-41032,476
CCbjj-41033,498
CCbjj-41034,325
CCbjj-41035,52
CCbjj-41036,360
CCbjj-41037,344
CCbjj-41038,419
CCbjj-41039,355
CCbjj-41040,264
CCbjj-41041,488
CCbjj-41042,129
CCbjj-41043,293
CCbjj-41044,373
CCbjj-41045,295
CCbjj-41046,176
CCbjj-41047,181
CCbjj-41048,146
CCbjj-41049,190
CCbjj-41050,389
CCbjj-41051,244
CCbjj-41052,484
CCbjj-41053,461
CCbjj-41054,418
CCbjj-41055,130
CCbjj-41056,204
CCbjj-41057,148
CCbjj-41058,91
CCbjj-41059,118
CCbjj-41060,362
CCbjj-41061,39
CCbjj-41062,110
CCbjj-41063,197
CCbjj-41064,43
CCbjj-41065,218
CCbjj-41066,232
CCbjj-41067,285
CCbjj-41068,203
CCbjj-41069,39
CCbjj-41070,396
CCbjj-41071,75
CCbjj-41072,262
CCbjj-41073,379
CCbjj-41074,468
CCbjj-41075,335
CCbjj-41076,265
CCbjj-41077,109
CCbjj-41078,386
CCbjj-41079,152
CCbjj-41080,171
CCbjj-41081,315
CCbjj-41082,33
CCbjj-41083,324
CCbjj-41084,416
CCbjj-41085,341
CCbjj-41086,306
CCbjj-41087,179
CCbjj-41088,97
CCbjj-41089,308
CCbjj-41090,278
CCbjj-41091,417
CCbjj-41092,99
CCbjj-41093,451
CCbjj-41094,310
CCbjj-41095,472
CCbjj-41096,415
CCbjj-41097,87
CCbjj-41098,347
CCbjj-41099,254
CCbjj-41100,450
CCbjj-41101,108
CCbjj-41102,306
CCbjj-41103,344
CCbjj-41104,238
CCbjj-41105,412
CCbjj-41106,140
CCbjj-41107,212
CCbjj-41108,155
CCbjj-41109,369
CCbjj-41110,397
CCbjj-41111,101
CCbjj-41112,100
CCbjj-41113,222
CCbjj-41114,32
CCbjj-41115,473
CCbjj-41116,67
CCbjj-41117,387
CCbjj-41118,255
CCbjj-41119,316
CCbjj-41120,357
CCbjj-41121,144
CCbjj-41122,402
CCbjj-41123,54
CCbjj-41124,313
CCbjj-41125,282
CCbjj-41126,401
CCbjj-41127,286
CCbjj-41128,365
CCbjj-41129,151
CCbjj-41130,474
CCbjj-41131,416
CCbjj-41132,392
CCbjj-41133,77
CCbjj-41134,386
CCbjj-41135,397
CCbjj-41136,299
CCbjj-41137,171
CCbjj-41138,199
CCbjj-41139,270
CCbjj-41140,148
CCbjj-41141,206
CCbjj-41142,197
CCbjj-41143,364
CCbjj-41144,308
CCbjj-41145,479
CCbjj-41146,377
CCbjj-41147,282
CCbjj-41148,456
CCbjj-41149,220
CCbjj-41150,260
CCbjj-41151,488
CCbjj-41152,376
CCbjj-41153,179
CCbjj-41154,363
CCbjj-41155,468
CCbjj-41156,46
CCbjj-41157,340
CCbjj-41158,342
CCbjj-41159,469
CCbjj-41160,452
CCbjj-41161,415
CCbjj-41162,345
CCbjj-41163,187
CCbjj-41164,314
CCbjj-41165,132
CCbjj-41166,408
CCbjj-41167,369
CCbjj-41168,125
CCbjj-41169,414
CCbjj-41170,434
CCbjj-41171,483
CCbjj-41172,496
CCbjj-41173,365
CCbjj-41174,298
CCbjj-41175,491
CCbjj-41176,39
CCbjj-41177,426
CCbjj-41178,381
CCbjj-41179,251
CCbjj-41180,227
CCbjj-41181,490
CCbjj-41182,150
CCbjj-41183,220
CCbjj-41184,495
CCbjj-41185,367
CCbjj-41186,244
CCbjj-41187,257
CCbjj-41188,441
CCbjj-41189,206
CCbjj-41190,163
CCbjj-41191,173
CCbjj-41192,438
CCbjj-41193,41
CCbjj-41194,281
CCbjj-41195,199
CCbjj-41196,441
CCbjj-41197,314
CCbjj-41198,339
CCbjj-41199,376
CCbjj-41200,490
CCbjj-41201,493
CCbjj-41202,115
CCbjj-41203,305
CCbjj-41204,280
CCbjj-41205,318
CCbjj-41206,228
CCbjj-41207,257
CCbjj-41208,422
CCbjj-41209,145
CCbjj-41210,424
CCbjj-41211,374
CCbjj-41212,318
CCbjj-41213,71
CCbjj-41214,396
CCbjj-41215,369
CCbjj-41216,255
CCbjj-41217,344
CCbjj-41218,216
CCbjj-41219,54
CCbjj-41220,399
CCbjj-41221,137
CCbjj-41222,492
CCbjj-41223,440
CCbjj-41224,252
CCbjj-41225,172
CCbjj-41226,106
CCbjj-41227,70
CCbjj-41228,365
CCbjj-41229,251
CCbjj-41230,494
CCbjj-41231,239
CCbjj-41232,434
CCbjj-41233,381
CCbjj-41234,489
CCbjj-41235,148
CCbjj-41236,86
CCbjj-41237,286
CCbjj-41238,362
CCbjj-41239,229
CCbjj-41240,73
CCbjj-41241,270
CCbjj-41242,279
CCbjj-41243,363
CCbjj-41244,109
CCbjj-41245,79
CCbjj-41246,304
CCbjj-41247,103
CCbjj-41248,220
CCbjj-41249,252
CCbjj-41250,480
CCbjj-41251,159
CCbjj-41252,175
CCbjj-41253,171
CCbjj-41254,479
CCbjj-41255,181
CCbjj-41256,347
CCbjj-41257,95
CCbjj-41258,53
CCbjj-41259,491
CCbjj-41260,213
CCbjj-41261,286
CCbjj-41262,75
CCbjj-41263,146
CCbjj-41264,104
CCbjj-41265,44
CCbjj-41266,406
CCbjj-41267,421
CCbjj-41268,442
CCbjj-41269,315
CCbjj-41270,263
CCbjj-41271,374
CCbjj-41272,352
CCbjj-41273,286
CCbjj-41274,181
CCbjj-41275,309
CCbjj-41276,133
CCbjj-41277,160
CCbjj-41278,478
CCbjj-41279,86
CCbjj-41280,356
CCbjj-41281,307
CCbjj-41282,148
CCbjj-41283,403
CCbjj-41284,296
CCbjj-41285,481
CCbjj-41286,111
CCbjj-41287,424
CCbjj-41288,254
CCbjj-41289,136
CCbjj-41290,134
CCbjj-41291,95
CCbjj-41292,467
CCbjj-41293,244
CCbjj-41294,38
CCbjj-41295,49
CCbjj-41296,139
CCbjj-41297,268
CCbjj-41298,294
CCbjj-41299,218
CCbjj-41300,428
CCbjj-41301,90
CCbjj-41302,281
CCbjj-41303,447
CCbjj-41304,157
CCbjj-41305,492
CCbjj-41306,382
CCbjj-41307,265
CCbjj-41308,179
CCbjj-41309,209
CCbjj-41310,362
CCbjj-41311,199
CCbjj-41312,43
CCbjj-41313,154
CCbjj-41314,135
CCbjj-41315,264
CCbjj-41316,44
CCbjj-41317,62
CCbjj-41318,416
CCbjj-41319,292
CCbjj-41320,331
CCbjj-41321,462
CCbjj-41322,453
CCbjj-41323,70
CCbjj-41324,273
CCbjj-41325,82
CCbjj-41326,85
CCbjj-41327,98
CCbjj-41328,311
CCbjj-41329,401
CCbjj-41330,287
CCbjj-41331,335
CCbjj-41332,154
CCbjj-41333,286
CCbjj-41334,97
CCbjj-41335,441
CCbjj-41336,135
CCbjj-41337,405
CCbjj-41338,407
CCbjj-41339,87
CCbjj-41340,87
CCbjj-41341,167
CCbjj-41342,172
CCbjj-41343,303
CCbjj-41344,267
CCbjj-41345,452
CCbjj-41346,220
CCbjj-41347,169
CCbjj-41348,229
CCbjj-41349,411
CCbjj-41350,199
CCbjj-41351,94
CCbjj-41352,192
CCbjj-41353,355
CCbjj-41354,276
CCbjj-41355,75
CCbjj-41356,173
CCbjj-41357,434
CCbjj-41358,84
CCbjj-41359,298
CCbjj-41360,419
CCbjj-41361,388
CCbjj-41362,145
CCbjj-41363,442
CCbjj-41364,159
CCbjj-41365,405
CCbjj-41366,334
CCbjj-41367,353
CCbjj-41368,369
CCbjj-41369,78
CCbjj-41370,165
CCbjj-41371,211
CCbjj-41372,31
CCbjj-41373,417
CCbjj-41374,148
CCbjj-41375,388
CCbjj-41376,111
CCbjj-41377,203
CCbjj-41378,62
CCbjj-41379,39
CCbjj-41380,346
CCbjj-41381,132
CCbjj-41382,470
CCbjj-41383,111
CCbjj-41384,496
CCbjj-41385,394
CCbjj-41386,236
CCbjj-41387,209
CCbjj-41388,150
CCbjj-41389,388
CCbjj-41390,255
CCbjj-41391,81
CCbjj-41392,113
CCbjj-41393,61
CCbjj-41394,155
CCbjj-41395,413
CCbjj-41396,465
CCbjj-41397,313
CCbjj-41398,311
CCbjj-41399,452
CCbjj-41400,431
CCbjj-41401,139
CCbjj-41402,40
CCbjj-41403,264
CCbjj-41404,103
CCbjj-41405,91
CCbjj-41406,415
CCbjj-41407,448
CCbjj-41408,455
CCbjj-41409,126
CCbjj-41410,141
CCbjj-41411,43
CCbjj-41412,166
CCbjj-41413,36
CCbjj-41414,52
CCbjj-41415,342
CCbjj-41416,484
CCbjj-41417,222
CCbjj-41418,177
CCbjj-41419,86
CCbjj-41420,339
CCbjj-41421,459
CCbjj-41422,261
CCbjj-41423,384
CCbjj-41424,67
CCbjj-41425,332
CCbjj-41426,273
CCbjj-41427,140
CCbjj-41428,37
CCbjj-41429,48
CCbjj-41430,482
CCbjj-41431,458
CCbjj-41432,63
CCbjj-41433,201
CCbjj-41434,493
CCbjj-41435,292
CCbjj-41436,390
CCbjj-41437,50
CCbjj-41438,73
CCbjj-41439,310
CCbjj-41440,332
CCbjj-41441,159
CCbjj-41442,477
CCbjj-41443,357
CCbjj-41444,112
CCbjj-41445,135
CCbjj-41446,130
CCbjj-41447,368
CCbjj-41448,210
CCbjj-41449,338
CCbjj-41450,478
CCbjj-41451,441
CCbjj-41452,389
CCbjj-41453,491
CCbjj-41454,180
CCbjj-41455,421
CCbjj-41456,64
CCbjj-41457,180
CCbjj-41458,331
CCbjj-41459,100
CCbjj-41460,31
CCbjj-41461,240
CCbjj-41462,121
CCbjj-41463,67
CCbjj-41464,65
CCbjj-41465,465
CCbjj-41466,410
CCbjj-41467,213
CCbjj-41468,47
CCbjj-41469,451
CCbjj-41470,167
CCbjj-41471,311
CCbjj-41472,157
CCbjj-41473,236
CCbjj-41474,344
CCbjj-41475,381
CCbjj-41476,494
CCbjj-41477,286
CCbjj-41478,428
CCbjj-41479,119
CCbjj-41480,147
CCbjj-41481,353
CCbjj-41482,248
CCbjj-41483,453
CCbjj-41484,292
CCbjj-41485,193
CCbjj-41486,266
CCbjj-41487,145
CCbjj-41488,250
CCbjj-41489,333
CCbjj-41490,434
CCbjj-41491,345
CCbjj-41492,172
CCbjj-41493,36
CCbjj-41494,268
CCbjj-41495,391
CCbjj-41496,218
CCbjj-41497,38
CCbjj-41498,210
CCbjj-41499,379
CCbjj-41500,272
CCbjj-41501,278
CCbjj-41502,253
CCbjj-41503,137
CCbjj-41504,234
CCbjj-41505,203
CCbjj-41506,254
CCbjj-41507,479
CCbjj-41508,113
CCbjj-41509,138
CCbjj-41510,435
CCbjj-41511,320
CCbjj-41512,119
CCbjj-41513,160
CCbjj-41514,454
CCbjj-41515,336
CCbjj-41516,50
CCbjj-41517,58
CCbjj-41518,272
CCbjj-41519,286
CCbjj-41520,178
CCbjj-41521,140
CCbjj-41522,354
CCbjj-41523,264
CCbjj-41524,96
CCbjj-41525,342
CCbjj-41526,119
CCbjj-41527,201
CCbjj-41528,185
CCbjj-41529,385
CCbjj-41530,458
CCbjj-41531,498
CCbjj-41532,91
CCbjj-41533,436
CCbjj-41534,415
CCbjj-41535,332
CCbjj-41536,98
CCbjj-41537,352
CCbjj-41538,294
CCbjj-41539,85
CCbjj-41540,70
CCbjj-41541,371
CCbjj-41542,49
CCbjj-41543,89
CCbjj-41544,70
CCbjj-41545,321
CCbjj-41546,353
CCbjj-41547,447
CCbjj-41548,381
CCbjj-41549,236
CCbjj-41550,172
CCbjj-41551,477
CCbjj-41552,494
CCbjj-41553,327
CCbjj-41554,443
CCbjj-41555,129
CCbjj-41556,42
CCbjj-41557,99
CCbjj-41558,316
CCbjj-41559,433
CCbjj-41560,429
CCbjj-41561,305
CCbjj-41562,351
CCbjj-41563,173
CCbjj-41564,320
CCbjj-41565,219
CCbjj-41566,496
CCbjj-41567,282
CCbjj-41568,196
CCbjj-41569,257
CCbjj-41570,253
CCbjj-41571,460
CCbjj-41572,128
CCbjj-41573,274
CCbjj-41574,289
CCbjj-41575,318
CCbjj-41576,227
CCbjj-41577,402
CCbjj-41578,405
CCbjj-41579,445
CCbjj-41580,224
CCbjj-41581,81
CCbjj-41582,306
CCbjj-41583,389
CCbjj-41584,311
CCbjj-41585,76
CCbjj-41586,420
CCbjj-41587,388
CCbjj-41588,445
CCbjj-41589,130
CCbjj-41590,408
CCbjj-41591,364
CCbjj-41592,289
CCbjj-41593,238
CCbjj-41594,195
CCbjj-41595,278
CCbjj-41596,367
CCbjj-41597,238
CCbjj-41598,391
CCbjj-41599,402
CCbjj-41600,401
CCbjj-41601,171
CCbjj-41602,81
CCbjj-41603,286
CCbjj-41604,446
CCbjj-41605,174
CCbjj-41606,189
CCbjj-41607,325
CCbjj-41608,398
CCbjj-41609,199
CCbjj-41610,188
CCbjj-41611,131
CCbjj-41612,324
CCbjj-41613,440
CCbjj-41614,210
CCbjj-41615,333
CCbjj-41616,406
CCbjj-41617,366
CCbjj-41618,260
CCbjj-41619,163
CCbjj-41620,470
CCbjj-41621,232
CCbjj-41622,419
CCbjj-41623,251
CCbjj-41624,111
CCbjj-41625,326
CCbjj-41626,417
CCbjj-41627,38
CCbjj-41628,96
CCbjj-41629,56
CCbjj-41630,352
CCbjj-41631,75
CCbjj-41632,210
CCbjj-41633,213
CCbjj-41634,214
CCbjj-41635,490
CCbjj-41636,411
CCbjj-41637,141
CCbjj-41638,165
CCbjj-41639,43
CCbjj-41640,386
CCbjj-41641,342
CCbjj-41642,58
CCbjj-41643,416
CCbjj-41644,428
CCbjj-41645,386
CCbjj-41646,171
CCbjj-41647,389
CCbjj-41648,296
CCbjj-41649,410
CCbjj-41650,311
CCbjj-41651,222
CCbjj-41652,310
CCbjj-41653,91
CCbjj-41654,178
CCbjj-41655,336
CCbjj-41656,127
CCbjj-41657,96
CCbjj-41658,398
CCbjj-41659,467
CCbjj-41660,292
CCbjj-41661,40
CCbjj-41662,375
CCbjj-41663,308
CCbjj-41664,493
CCbjj-41665,271
CCbjj-41666,496
CCbjj-41667,177
CCbjj-41668,471
CCbjj-41669,148
CCbjj-41670,359
CCbjj-41671,329
CCbjj-41672,149
CCbjj-41673,214
CCbjj-41674,139
CCbjj-41675,51
CCbjj-41676,293
CCbjj-41677,132
CCbjj-41678,42
CCbjj-41679,362
CCbjj-41680,420
CCbjj-41681,314
CCbjj-41682,458
CCbjj-41683,294
CCbjj-41684,375
CCbjj-41685,163
CCbjj-41686,62
CCbjj-41687,314
CCbjj-41688,368
CCbjj-41689,317
CCbjj-41690,434
CCbjj-41691,214
CCbjj-41692,302
CCbjj-41693,127
CCbjj-41694,496
CCbjj-41695,346
CCbjj-41696,360
CCbjj-41697,89
CCbjj-41698,193
CCbjj-41699,403
CCbjj-41700,180
CCbjj-41701,284
CCbjj-41702,372
CCbjj-41703,383
CCbjj-41704,430
CCbjj-41705,298
CCbjj-41706,253
CCbjj-41707,366
CCbjj-41708,291
CCbjj-41709,273
CCbjj-41710,220
CCbjj-41711,200
CCbjj-41712,455
CCbjj-41713,200
CCbjj-41714,182
CCbjj-41715,341
CCbjj-41716,464
CCbjj-41717,96
CCbjj-41718,85
CCbjj-41719,140
CCbjj-41720,220
CCbjj-41721,44
CCbjj-41722,476
CCbjj-41723,331
CCbjj-41724,282
CCbjj-41725,47
CCbjj-41726,39
CCbjj-41727,162
CCbjj-41728,451
CCbjj-41729,498
CCbjj-41730,201
CCbjj-41731,158
CCbjj-41732,82
CCbjj-41733,329
CCbjj-41734,310
CCbjj-41735,72
CCbjj-41736,186
CCbjj-41737,455
CCbjj-41738,140
CCbjj-41739,472
CCbjj-41740,112
CCbjj-41741,211
CCbjj-41742,80
CCbjj-41743,201
CCbjj-41744,339
CCbjj-41745,468
CCbjj-41746,304
CCbjj-41747,285
CCbjj-41748,282
CCbjj-41749,218
CCbjj-41750,41
CCbjj-41751,317
CCbjj-41752,243
CCbjj-41753,158
CCbjj-41754,286
CCbjj-41755,258
CCbjj-41756,309
CCbjj-41757,362
CCbjj-41758,270
CCbjj-41759,334
CCbjj-41760,121
CCbjj-41761,119
CCbjj-41762,302
CCbjj-41763,310
CCbjj-41764,92
CCbjj-41765,445
CCbjj-41766,31
CCbjj-41767,392
CCbjj-41768,315
CCbjj-41769,143
CCbjj-41770,235
CCbjj-41771,106
CCbjj-41772,194
CCbjj-41773,274
CCbjj-41774,104
CCbjj-41775,88
CCbjj-41776,202
CCbjj-41777,461
CCbjj-41778,102
CCbjj-41779,257
CCbjj-41780,51
CCbjj-41781,353
CCbjj-41782,200
CCbjj-41783,259
CCbjj-41784,272
CCbjj-41785,401
CCbjj-41786,222
CCbjj-41787,212
CCbjj-41788,176
CCbjj-41789,93
CCbjj-41790,38
CCbjj-41791,233
CCbjj-41792,452
CCbjj-41793,200
CCbjj-41794,191
CCbjj-41795,488
CCbjj-41796,258
CCbjj-41797,348
CCbjj-41798,461
CCbjj-41799,204
CCbjj-41800,430
CCbjj-41801,238
CCbjj-41802,404
CCbjj-41803,237
CCbjj-41804,73
CCbjj-41805,436
CCbjj-41806,392
CCbjj-41807,325
CCbjj-41808,389
CCbjj-41809,41
CCbjj-41810,244
CCbjj-41811,336
CCbjj-41812,240
CCbjj-41813,335
CCbjj-41814,222
CCbjj-41815,108
CCbjj-41816,461
CCbjj-41817,53
CCbjj-41818,218
CCbjj-41819,83
CCbjj-41820,82
CCbjj-41821,334
CCbjj-41822,153
CCbjj-41823,402
CCbjj-41824,375
CCbjj-41825,197
CCbjj-41826,412
CCbjj-41827,437
CCbjj-41828,487
CCbjj-41829,483
CCbjj-41830,479
CCbjj-41831,410
CCbjj-41832,63
CCbjj-41833,431
CCbjj-41834,373
CCbjj-41835,489
CCbjj-41836,181
CCbjj-41837,101
CCbjj-41838,158
CCbjj-41839,202
CCbjj-41840,438
CCbjj-41841,39
CCbjj-41842,129
CCbjj-41843,326
CCbjj-41844,36
CCbjj-41845,336
CCbjj-41846,122
CCbjj-41847,311
CCbjj-41848,256
CCbjj-41849,189
CCbjj-41850,207
CCbjj-41851,148
CCbjj-41852,325
CCbjj-41853,125
CCbjj-41854,318
CCbjj-41855,367
CCbjj-41856,388
CCbjj-41857,115
CCbjj-41858,300
CCbjj-41859,262
CCbjj-41860,436
CCbjj-41861,134
CCbjj-41862,170
CCbjj-41863,51
CCbjj-41864,115
CCbjj-41865,349
CCbjj-41866,378
CCbjj-41867,160
CCbjj-41868,48
CCbjj-41869,265
CCbjj-41870,334
CCbjj-41871,129
CCbjj-41872,464
CCbjj-41873,196
CCbjj-41874,227
CCbjj-41875,299
CCbjj-41876,185
CCbjj-41877,444
CCbjj-41878,214
CCbjj-41879,202
CCbjj-41880,144
CCbjj-41881,419
CCbjj-41882,327
CCbjj-41883,32
CCbjj-41884,422
CCbjj-41885,288
CCbjj-41886,110
CCbjj-41887,312
CCbjj-41888,80
CCbjj-41889,43
CCbjj-41890,386
CCbjj-41891,268
CCbjj-41892,206
CCbjj-41893,289
CCbjj-41894,263
CCbjj-41895,205
CCbjj-41896,229
CCbjj-41897,424
CCbjj-41898,346
CCbjj-41899,115
CCbjj-41900,465
CCbjj-41901,400
CCbjj-41902,62
CCbjj-41903,391
CCbjj-41904,201
CCbjj-41905,317
CCbjj-41906,245
CCbjj-41907,287
CCbjj-41908,380
CCbjj-41909,164
CCbjj-41910,464
CCbjj-41911,242
CCbjj-41912,347
CCbjj-41913,297
CCbjj-41914,352
CCbjj-41915,269
CCbjj-41916,109
CCbjj-41917,307
CCbjj-41918,488
CCbjj-41919,452
CCbjj-41920,171
CCbjj-41921,263
CCbjj-41922,106
CCbjj-41923,301
CCbjj-41924,377
CCbjj-41925,100
CCbjj-41926,303
CCbjj-41927,364
CCbjj-41928,239
CCbjj-41929,76
CCbjj-41930,232
CCbjj-41931,488
CCbjj-41932,80
CCbjj-41933,68
CCbjj-41934,174
CCbjj-41935,133
CCbjj-41936,401
CCbjj-41937,89
CCbjj-41938,291
CCbjj-41939,75
CCbjj-41940,354
CCbjj-41941,318
CCbjj-41942,370
CCbjj-41943,146
CCbjj-41944,212
CCbjj-41945,150
CCbjj-41946,230
CCbjj-41947,190
CCbjj-41948,226
CCbjj-41949,305
CCbjj-41950,180
CCbjj-41951,322
CCbjj-41952,493
CCbjj-41953,285
CCbjj-41954,203
CCbjj-41955,312
CCbjj-41956,348
CCbjj-41957,417
CCbjj-41958,343
CCbjj-41959,300
CCbjj-41960,369
CCbjj-41961,343
CCbjj-41962,464
CCbjj-41963,264
CCbjj-41964,89
CCbjj-41965,226
CCbjj-41966,261
CCbjj-41967,413
CCbjj-41968,109
CCbjj-41969,447
CCbjj-41970,140
CCbjj-41971,491
CCbjj-41972,376
CCbjj-41973,223
CCbjj-41974,278
CCbjj-41975,186
CCbjj-41976,34
CCbjj-41977,121
CCbjj-41978,31
CCbjj-41979,255
CCbjj-41980,288
CCbjj-41981,70
CCbjj-41982,179
CCbjj-41983,91
CCbjj-41984,398
CCbjj-41985,333
CCbjj-41986,400
CCbjj-41987,418
CCbjj-41988,161
CCbjj-41989,318
CCbjj-41990,110
CCbjj-41991,79
CCbjj-41992,144
CCbjj-41993,293
CCbjj-41994,461
CCbjj-41995,426
CCbjj-41996,311
CCbjj-41997,464
CCbjj-41998,320
CCbjj-41999,204
CCbjj-42000,265
CCbjj-42001,268
CCbjj-42002,477
CCbjj-42003,134
CCbjj-42004,312
CCbjj-42005,331
CCbjj-42006,319
CCbjj-42007,220
CCbjj-42008,277
CCbjj-42009,123
CCbjj-42010,248
CCbjj-42011,456
CCbjj-42012,250
CCbjj-42013,148
CCbjj-42014,181
CCbjj-42015,46
CCbjj-42016,281
CCbjj-42017,329
CCbjj-42018,223
CCbjj-42019,346
CCbjj-42020,453
CCbjj-42021,237
CCbjj-42022,288
CCbjj-42023,308
CCbjj-42024,164
CCbjj-42025,373
CCbjj-42026,469
CCbjj-42027,485
CCbjj-42028,219
CCbjj-42029,498
CCbjj-42030,494
CCbjj-42031,278
CCbjj-42032,440
CCbjj-42033,411
CCbjj-42034,328
CCbjj-42035,361
CCbjj-42036,246
CCbjj-42037,339
CCbjj-42038,278
CCbjj-42039,324
CCbjj-42040,273
CCbjj-42041,380
CCbjj-42042,199
CCbjj-42043,59
CCbjj-42044,199
CCbjj-42045,78
CCbjj-42046,134
CCbjj-42047,371
CCbjj-42048,172
CCbjj-42049,372
CCbjj-42050,383
CCbjj-42051,72
CCbjj-42052,448
CCbjj-42053,113
CCbjj-42054,71
CCbjj-42055,378
CCbjj-42056,121
CCbjj-42057,486
CCbjj-42058,445
CCbjj-42059,101
CCbjj-42060,77
CCbjj-42061,490
CCbjj-42062,383
CCbjj-42063,268
CCbjj-42064,182
CCbjj-42065,232
CCbjj-42066,285
CCbjj-42067,53
CCbjj-42068,481
CCbjj-42069,320
CCbjj-42070,449
CCbjj-42071,223
CCbjj-42072,251
CCbjj-42073,197
CCbjj-42074,227
CCbjj-42075,263
CCbjj-42076,142
CCbjj-42077,292
CCbjj-42078,81
CCbjj-42079,362
CCbjj-42080,328
CCbjj-42081,241
CCbjj-42082,418
CCbjj-42083,280
CCbjj-42084,437
CCbjj-42085,71
CCbjj-42086,63
CCbjj-42087,358
CCbjj-42088,311
CCbjj-42089,247
CCbjj-42090,367
CCbjj-42091,449
CCbjj-42092,302
CCbjj-42093,284
CCbjj-42094,226
CCbjj-42095,35
CCbjj-42096,63
CCbjj-42097,338
CCbjj-42098,124
CCbjj-42099,194
CCbjj-42100,177
CCbjj-42101,471
CCbjj-42102,233
CCbjj-42103,216
CCbjj-42104,168
CCbjj-42105,123
CCbjj-42106,143
CCbjj-42107,69
CCbjj-42108,235
CCbjj-42109,341
CCbjj-42110,139
CCbjj-42111,306
CCbjj-42112,244
CCbjj-42113,129
CCbjj-42114,226
CCbjj-42115,331
CCbjj-42116,352
CCbjj-42117,445
CCbjj-42118,377
CCbjj-42119,33
CCbjj-42120,401
CCbjj-42121,439
CCbjj-42122,151
CCbjj-42123,316
CCbjj-42124,359
