id_obra,cidade,tipo_solo,nivel_chuva,risco_medio,pior_etapa,risco_pior,material_critico,taxa_insucesso
CCbjj-37870,Curitiba,Rochoso,206,8.2,Fundação,12.61,Areia,0.69
CCbjj-37871,Belo Horizonte,Siltoso,276,7.14,Fundação,11.46,Tintas,0.33
CCbjj-37872,Curitiba,Arenoso,133,7.13,Estrutura,12.52,Piso,0.7
CCbjj-37873,Fortaleza,Arenoso,200,9.01,Fundação,10.3,Aço,0.77
CCbjj-37874,Belém,Arenoso,152,9.56,Acabamento,11.02,Revestimento,0.58
CCbjj-37875,São Paulo,Rochoso,72,11.53,Acabamento,10.41,Aço,0.32
CCbjj-37876,Rio de Janeiro,Arenoso,181,9.63,Acabamento,10.73,Aço,0.55
CCbjj-37877,Belém,Argiloso,132,6.96,Acabamento,8.89,Areia,0.37
CCbjj-37878,Curitiba,Rochoso,291,9.35,Acabamento,11.13,Piso,0.6
CCbjj-37879,Belém,Rochoso,281,6.91,Estrutura,12.88,Madeira,0.75
CCbjj-37880,Rio de Janeiro,Siltoso,56,7.37,Acabamento,8.15,Cimento,0.53
CCbjj-37881,Belém,Arenoso,71,8.05,Estrutura,10.02,Brita,0.88
CCbjj-37882,Salvador,Argiloso,220,8.1,Estrutura,10.2,Revestimento,0.81
CCbjj-37883,Belo Horizonte,Siltoso,102,7.48,Acabamento,12.28,Madeira,0.71
CCbjj-37884,São Paulo,Siltoso,56,10.69,Fundação,11.67,Madeira,0.45
CCbjj-37885,Salvador,Argiloso,179,8.0,Fundação,8.58,Aço,0.71
CCbjj-37886,Curitiba,Rochoso,261,6.86,Acabamento,9.43,Revestimento,0.46
CCbjj-37887,Porto Alegre,Rochoso,124,7.91,Acabamento,11.83,Madeira,0.7
CCbjj-37888,Belo Horizonte,Arenoso,105,10.66,Acabamento,9.41,Piso,0.31
CCbjj-37889,Manaus,Arenoso,178,11.12,Acabamento,12.7,Piso,0.78
CCbjj-37890,Salvador,Siltoso,56,6.97,Fundação,8.84,Cimento,0.34
CCbjj-37891,Rio de Janeiro,Rochoso,227,9.92,Fundação,11.3,Areia,0.83
CCbjj-37892,Manaus,Arenoso,113,8.82,Estrutura,11.49,Revestimento,0.76
CCbjj-37893,Fortaleza,Rochoso,110,11.37,Fundação,8.07,Madeira,0.31
CCbjj-37894,Rio de Janeiro,Rochoso,167,7.83,Fundação,8.74,Piso,0.79
CCbjj-37895,Manaus,Argiloso,100,7.52,Acabamento,12.41,Madeira,0.56
CCbjj-37896,Belo Horizonte,Siltoso,179,7.66,Estrutura,8.85,Piso,0.64
CCbjj-37897,São Paulo,Argiloso,173,8.61,Estrutura,12.94,Piso,0.71
CCbjj-37898,Salvador,Siltoso,176,8.19,Fundação,8.78,Piso,0.51
CCbjj-37899,Salvador,Siltoso,187,11.03,Estrutura,10.44,Aço,0.4
CCbjj-37900,Manaus,Siltoso,164,8.09,Fundação,9.25,Revestimento,0.51
CCbjj-37901,Belo Horizonte,Arenoso,76,9.63,Estrutura,10.55,Areia,0.58
CCbjj-37902,Curitiba,Siltoso,74,9.23,Estrutura,11.17,Cimento,0.3
CCbjj-37903,Rio de Janeiro,Siltoso,261,7.63,Estrutura,12.78,Cimento,0.49
CCbjj-37904,Manaus,Siltoso,97,7.55,Fundação,9.68,Tintas,0.87
CCbjj-37905,Fortaleza,Rochoso,126,8.48,Fundação,10.4,Piso,0.41
CCbjj-37906,Recife,Argiloso,74,7.47,Estrutura,10.71,Revestimento,0.78
CCbjj-37907,Rio de Janeiro,Arenoso,121,7.87,Acabamento,11.88,Cimento,0.63
CCbjj-37908,Porto Alegre,Siltoso,236,8.25,Estrutura,11.95,Tintas,0.35
CCbjj-37909,São Paulo,Argiloso,62,7.44,Acabamento,11.51,Tintas,0.73
CCbjj-37910,Recife,Arenoso,147,6.54,Acabamento,8.35,Brita,0.76
CCbjj-37911,Salvador,Arenoso,71,9.08,Estrutura,10.72,Areia,0.6
CCbjj-37912,Curitiba,Rochoso,131,11.36,Estrutura,9.08,Piso,0.38
CCbjj-37913,Recife,Rochoso,258,11.1,Estrutura,11.3,Madeira,0.57
CCbjj-37914,São Paulo,Argiloso,258,10.4,Estrutura,11.66,Piso,0.32
CCbjj-37915,Salvador,Argiloso,266,8.04,Acabamento,8.5,Revestimento,0.83
CCbjj-37916,Porto Alegre,Siltoso,207,11.23,Acabamento,8.66,Madeira,0.49
CCbjj-37917,Curitiba,Siltoso,220,6.74,Acabamento,9.97,Madeira,0.45
CCbjj-37918,São Paulo,Argiloso,198,7.41,Acabamento,10.57,Areia,0.69
CCbjj-37919,Recife,Rochoso,123,9.24,Acabamento,8.68,Aço,0.85
CCbjj-37920,Porto Alegre,Rochoso,145,11.97,Acabamento,12.88,Revestimento,0.89
CCbjj-37921,Recife,Rochoso,192,9.11,Fundação,12.29,Cimento,0.46
CCbjj-37922,São Paulo,Siltoso,189,8.09,Fundação,8.65,Brita,0.76
CCbjj-37923,Rio de Janeiro,Rochoso,70,6.29,Acabamento,12.99,Revestimento,0.6
CCbjj-37924,Salvador,Argiloso,211,11.34,Estrutura,12.58,Cimento,0.53
CCbjj-37925,Fortaleza,Arenoso,97,7.5,Estrutura,8.23,Piso,0.62
CCbjj-37926,Rio de Janeiro,Arenoso,139,6.5,Acabamento,9.04,Madeira,0.86
CCbjj-37927,Belém,Arenoso,240,9.67,Estrutura,12.47,Piso,0.8
CCbjj-37928,Salvador,Rochoso,245,7.87,Estrutura,10.14,Revestimento,0.74
CCbjj-37929,Salvador,Siltoso,197,11.47,Acabamento,9.31,Revestimento,0.56
CCbjj-37930,Belém,Argiloso,288,8.71,Fundação,9.04,Aço,0.89
CCbjj-37931,Fortaleza,Rochoso,146,9.81,Estrutura,12.97,Areia,0.37
CCbjj-37932,Belém,Arenoso,204,9.67,Fundação,8.89,Madeira,0.32
CCbjj-37933,Salvador,Rochoso,187,9.98,Estrutura,9.3,Tintas,0.6
CCbjj-37934,Porto Alegre,Arenoso,273,9.14,Fundação,8.87,Brita,0.78
CCbjj-37935,Rio de Janeiro,Rochoso,125,9.71,Fundação,10.52,Brita,0.43
CCbjj-37936,Rio de Janeiro,Arenoso,143,10.88,Fundação,9.34,Areia,0.67
CCbjj-37937,Recife,Rochoso,93,6.78,Estrutura,12.98,Revestimento,0.87
CCbjj-37938,Curitiba,Argiloso,178,10.67,Estrutura,10.31,Revestimento,0.59
CCbjj-37939,Curitiba,Rochoso,225,8.31,Fundação,8.86,Piso,0.41
CCbjj-37940,Curitiba,Siltoso,133,8.04,Acabamento,9.93,Madeira,0.8
CCbjj-37941,Recife,Rochoso,53,8.33,Estrutura,10.45,Piso,0.3
CCbjj-37942,Manaus,Arenoso,71,7.54,Acabamento,10.02,Madeira,0.4
CCbjj-37943,Belém,Arenoso,293,6.15,Estrutura,11.33,Cimento,0.47
CCbjj-37944,Fortaleza,Arenoso,152,8.41,Acabamento,9.8,Revestimento,0.7
CCbjj-37945,Fortaleza,Siltoso,184,9.98,Estrutura,8.08,Madeira,0.8
CCbjj-37946,Recife,Arenoso,78,11.92,Estrutura,12.83,Brita,0.78
CCbjj-37947,Belém,Rochoso,214,11.08,Acabamento,9.31,Piso,0.39
CCbjj-37948,Recife,Arenoso,103,10.49,Acabamento,10.18,Piso,0.64
CCbjj-37949,Salvador,Argiloso,289,9.62,Fundação,9.71,Brita,0.34
CCbjj-37950,Belo Horizonte,Siltoso,161,11.07,Acabamento,9.02,Piso,0.35
CCbjj-37951,Recife,Rochoso,99,9.39,Estrutura,10.27,Areia,0.64
CCbjj-37952,Manaus,Arenoso,249,11.26,Estrutura,10.76,Tintas,0.8
CCbjj-37953,Salvador,Argiloso,283,11.61,Fundação,9.27,Madeira,0.31
CCbjj-37954,Recife,Rochoso,262,7.3,Acabamento,11.71,Tintas,0.64
CCbjj-37955,Rio de Janeiro,Arenoso,172,8.27,Acabamento,8.5,Madeira,0.56
CCbjj-37956,Recife,Rochoso,145,9.37,Acabamento,9.16,Piso,0.64
CCbjj-37957,Recife,Arenoso,158,7.03,Fundação,12.33,Madeira,0.71
CCbjj-37958,Fortaleza,Arenoso,119,11.43,Acabamento,10.27,Revestimento,0.64
CCbjj-37959,Manaus,Siltoso,188,7.22,Acabamento,10.47,Brita,0.49
CCbjj-37960,Porto Alegre,Rochoso,270,7.76,Acabamento,9.76,Revestimento,0.76
CCbjj-37961,Porto Alegre,Rochoso,103,6.05,Acabamento,12.91,Piso,0.66
CCbjj-37962,Belém,Argiloso,193,7.44,Acabamento,12.52,Piso,0.36
CCbjj-37963,Salvador,Arenoso,295,11.34,Fundação,8.09,Cimento,0.89
CCbjj-37964,Curitiba,Rochoso,276,7.94,Fundação,12.5,Madeira,0.78
CCbjj-37965,Porto Alegre,Siltoso,72,11.55,Fundação,12.13,Brita,0.47
CCbjj-37966,Fortaleza,Siltoso,264,10.04,Fundação,8.76,Brita,0.58
CCbjj-37967,Curitiba,Siltoso,112,10.28,Estrutura,11.03,Brita,0.46
CCbjj-37968,São Paulo,Rochoso,163,7.72,Fundação,8.45,Cimento,0.75
CCbjj-37969,Fortaleza,Argiloso,274,11.93,Acabamento,11.19,Tintas,0.85
CCbjj-37970,Curitiba,Siltoso,278,11.43,Fundação,9.21,Madeira,0.7
CCbjj-37971,Belo Horizonte,Rochoso,172,9.43,Estrutura,10.8,Aço,0.41
CCbjj-37972,Salvador,Argiloso,157,6.75,Estrutura,9.59,Revestimento,0.83
CCbjj-37973,Belo Horizonte,Siltoso,299,6.03,Acabamento,12.84,Revestimento,0.49
CCbjj-37974,Belo Horizonte,Siltoso,71,6.5,Fundação,8.71,Revestimento,0.51
CCbjj-37975,Manaus,Arenoso,181,7.57,Fundação,11.11,Aço,0.61
CCbjj-37976,Salvador,Arenoso,276,6.13,Estrutura,12.64,Brita,0.78
CCbjj-37977,Rio de Janeiro,Argiloso,204,10.11,Fundação,10.58,Revestimento,0.61
CCbjj-37978,Belo Horizonte,Rochoso,296,6.18,Acabamento,8.58,Tintas,0.88
CCbjj-37979,Porto Alegre,Arenoso,165,9.33,Estrutura,9.23,Madeira,0.67
CCbjj-37980,Recife,Argiloso,83,8.06,Acabamento,10.16,Cimento,0.69
CCbjj-37981,Rio de Janeiro,Arenoso,263,11.11,Estrutura,8.33,Areia,0.45
CCbjj-37982,Curitiba,Rochoso,249,9.05,Estrutura,8.73,Aço,0.31
CCbjj-37983,Fortaleza,Rochoso,246,6.07,Estrutura,8.78,Revestimento,0.78
CCbjj-37984,Curitiba,Arenoso,148,8.56,Fundação,9.56,Cimento,0.49
CCbjj-37985,São Paulo,Arenoso,235,6.59,Estrutura,11.03,Brita,0.48
CCbjj-37986,Porto Alegre,Arenoso,257,8.7,Fundação,10.28,Aço,0.4
CCbjj-37987,Belém,Rochoso,89,9.04,Fundação,8.68,Revestimento,0.86
CCbjj-37988,Porto Alegre,Argiloso,243,11.2,Acabamento,10.31,Cimento,0.36
CCbjj-37989,Fortaleza,Argiloso,53,11.64,Acabamento,9.4,Tintas,0.68
CCbjj-37990,Belém,Rochoso,164,11.95,Estrutura,12.11,Tintas,0.74
CCbjj-37991,Porto Alegre,Siltoso,237,9.75,Estrutura,12.87,Aço,0.73
CCbjj-37992,Curitiba,Siltoso,170,6.01,Estrutura,11.2,Madeira,0.83
CCbjj-37993,Salvador,Rochoso,81,7.89,Fundação,10.17,Revestimento,0.56
CCbjj-37994,Salvador,Siltoso,99,7.56,Fundação,9.52,Piso,0.52
CCbjj-37995,Belém,Arenoso,83,10.37,Estrutura,8.7,Cimento,0.59
CCbjj-37996,Manaus,Siltoso,161,10.74,Fundação,11.69,Madeira,0.33
CCbjj-37997,Belo Horizonte,Argiloso,133,7.17,Fundação,11.31,Tintas,0.39
CCbjj-37998,Rio de Janeiro,Argiloso,221,7.63,Fundação,12.75,Madeira,0.53
CCbjj-37999,Rio de Janeiro,Siltoso,229,11.24,Estrutura,11.77,Aço,0.73
CCbjj-38000,Manaus,Rochoso,79,8.6,Estrutura,11.88,Madeira,0.47
CCbjj-38001,Fortaleza,Siltoso,107,9.48,Acabamento,10.17,Revestimento,0.55
CCbjj-38002,Curitiba,Rochoso,108,11.88,Fundação,8.2,Piso,0.58
CCbjj-38003,Salvador,Argiloso,70,8.81,Estrutura,9.54,Cimento,0.35
CCbjj-38004,Salvador,Siltoso,85,8.29,Acabamento,11.0,Cimento,0.42
CCbjj-38005,Belém,Rochoso,148,11.32,Acabamento,11.93,Madeira,0.75
CCbjj-38006,Salvador,Rochoso,84,9.66,Estrutura,10.51,Tintas,0.65
CCbjj-38007,Fortaleza,Rochoso,210,6.96,Fundação,10.23,Revestimento,0.77
CCbjj-38008,Fortaleza,Argiloso,146,11.01,Estrutura,12.29,Aço,0.49
CCbjj-38009,Fortaleza,Argiloso,299,7.58,Acabamento,10.29,Aço,0.45
CCbjj-38010,Belo Horizonte,Rochoso,155,9.85,Estrutura,9.79,Cimento,0.35
CCbjj-38011,Manaus,Argiloso,80,6.38,Estrutura,11.97,Aço,0.78
CCbjj-38012,Belém,Siltoso,185,7.5,Fundação,9.28,Madeira,0.5
CCbjj-38013,Curitiba,Arenoso,121,10.4,Estrutura,9.43,Revestimento,0.43
CCbjj-38014,São Paulo,Argiloso,181,9.43,Fundação,8.66,Areia,0.87
CCbjj-38015,Fortaleza,Siltoso,279,11.78,Fundação,12.7,Madeira,0.51
CCbjj-38016,São Paulo,Argiloso,215,9.17,Acabamento,9.75,Cimento,0.87
CCbjj-38017,Fortaleza,Arenoso,181,11.67,Estrutura,9.93,Tintas,0.67
CCbjj-38018,Manaus,Arenoso,60,9.89,Fundação,9.6,Cimento,0.38
CCbjj-38019,Salvador,Argiloso,214,8.27,Fundação,8.99,Tintas,0.9
CCbjj-38020,Recife,Siltoso,251,7.27,Acabamento,11.39,Areia,0.31
CCbjj-38021,Manaus,Arenoso,96,9.52,Acabamento,12.04,Revestimento,0.73
CCbjj-38022,Fortaleza,Arenoso,260,11.55,Acabamento,11.63,Brita,0.66
CCbjj-38023,Porto Alegre,Rochoso,130,9.2,Estrutura,10.6,Piso,0.56
CCbjj-38024,Belém,Argiloso,77,10.25,Estrutura,9.47,Aço,0.56
CCbjj-38025,Curitiba,Arenoso,241,9.95,Acabamento,12.77,Brita,0.87
CCbjj-38026,Porto Alegre,Argiloso,95,6.2,Fundação,9.13,Revestimento,0.72
CCbjj-38027,Curitiba,Argiloso,50,9.12,Fundação,8.54,Piso,0.42
CCbjj-38028,Salvador,Arenoso,223,7.85,Estrutura,9.07,Madeira,0.46
CCbjj-38029,Rio de Janeiro,Rochoso,160,6.56,Fundação,12.45,Madeira,0.36
CCbjj-38030,Belo Horizonte,Argiloso,155,9.57,Fundação,10.17,Piso,0.62
CCbjj-38031,São Paulo,Argiloso,198,10.84,Estrutura,10.48,Aço,0.34
CCbjj-38032,Salvador,Arenoso,120,9.32,Acabamento,9.53,Brita,0.49
CCbjj-38033,Rio de Janeiro,Arenoso,233,6.85,Acabamento,11.84,Tintas,0.54
CCbjj-38034,Recife,Rochoso,131,8.38,Acabamento,10.93,Piso,0.58
CCbjj-38035,Curitiba,Siltoso,68,9.69,Acabamento,9.48,Revestimento,0.9
CCbjj-38036,Fortaleza,Arenoso,255,6.82,Acabamento,8.75,Piso,0.79
CCbjj-38037,Belém,Arenoso,212,8.23,Estrutura,9.0,Cimento,0.32
CCbjj-38038,Recife,Rochoso,79,9.2,Fundação,10.87,Areia,0.82
CCbjj-38039,Rio de Janeiro,Rochoso,250,10.27,Estrutura,8.52,Cimento,0.39
CCbjj-38040,Belo Horizonte,Siltoso,195,11.95,Fundação,9.6,Piso,0.49
CCbjj-38041,Belém,Rochoso,201,11.08,Acabamento,8.37,Cimento,0.67
CCbjj-38042,Recife,Argiloso,129,6.02,Estrutura,12.05,Aço,0.9
CCbjj-38043,Belo Horizonte,Argiloso,166,10.14,Acabamento,10.23,Areia,0.39
CCbjj-38044,Salvador,Arenoso,285,9.9,Estrutura,12.83,Tintas,0.65
CCbjj-38045,Rio de Janeiro,Arenoso,126,10.54,Acabamento,12.87,Tintas,0.48
CCbjj-38046,Porto Alegre,Arenoso,210,10.19,Fundação,10.98,Aço,0.59
CCbjj-38047,Porto Alegre,Argiloso,264,10.86,Estrutura,10.49,Cimento,0.58
CCbjj-38048,São Paulo,Rochoso,62,7.57,Acabamento,11.79,Piso,0.55
CCbjj-38049,Curitiba,Rochoso,78,11.08,Estrutura,10.74,Aço,0.47
CCbjj-38050,Recife,Argiloso,241,6.94,Estrutura,9.05,Cimento,0.34
CCbjj-38051,São Paulo,Arenoso,120,7.12,Estrutura,11.56,Madeira,0.81
CCbjj-38052,Manaus,Siltoso,111,7.51,Fundação,11.03,Cimento,0.75
CCbjj-38053,Salvador,Arenoso,96,7.77,Fundação,9.28,Madeira,0.45
CCbjj-38054,Fortaleza,Siltoso,139,7.72,Acabamento,11.48,Revestimento,0.81
CCbjj-38055,São Paulo,Siltoso,255,8.58,Estrutura,12.93,Cimento,0.87
CCbjj-38056,Recife,Rochoso,130,6.4,Fundação,10.81,Madeira,0.7
CCbjj-38057,Belo Horizonte,Rochoso,242,7.31,Fundação,12.87,Tintas,0.59
CCbjj-38058,Rio de Janeiro,Rochoso,297,9.27,Acabamento,10.95,Areia,0.5
CCbjj-38059,Belém,Arenoso,236,9.91,Estrutura,8.38,Revestimento,0.65
CCbjj-38060,Belo Horizonte,Siltoso,90,6.11,Estrutura,9.0,Tintas,0.58
CCbjj-38061,Recife,Siltoso,127,11.81,Acabamento,8.38,Madeira,0.33
CCbjj-38062,Recife,Arenoso,112,8.69,Fundação,10.1,Areia,0.38
CCbjj-38063,São Paulo,Arenoso,89,7.94,Estrutura,11.8,Cimento,0.4
CCbjj-38064,Curitiba,Rochoso,55,8.49,Estrutura,12.54,Madeira,0.71
CCbjj-38065,Curitiba,Argiloso,186,6.23,Fundação,12.64,Tintas,0.38
CCbjj-38066,Rio de Janeiro,Argiloso,299,6.2,Fundação,12.3,Tintas,0.87
CCbjj-38067,Fortaleza,Siltoso,54,8.42,Acabamento,10.91,Piso,0.37
CCbjj-38068,Belém,Siltoso,155,9.18,Estrutura,12.44,Brita,0.84
CCbjj-38069,São Paulo,Rochoso,176,6.05,Fundação,12.89,Madeira,0.87
CCbjj-38070,Belém,Arenoso,173,9.44,Fundação,9.0,Brita,0.57
CCbjj-38071,São Paulo,Argiloso,177,7.19,Estrutura,10.24,Tintas,0.88
CCbjj-38072,Fortaleza,Arenoso,111,11.53,Estrutura,8.56,Areia,0.32
CCbjj-38073,Belém,Argiloso,245,8.81,Fundação,9.17,Aço,0.61
CCbjj-38074,Porto Alegre,Rochoso,153,7.62,Acabamento,10.46,Tintas,0.37
CCbjj-38075,Belém,Arenoso,154,10.69,Acabamento,8.58,Areia,0.84
CCbjj-38076,Fortaleza,Arenoso,227,7.19,Estrutura,12.73,Areia,0.68
CCbjj-38077,Curitiba,Siltoso,269,8.21,Acabamento,8.64,Aço,0.31
CCbjj-38078,Belo Horizonte,Siltoso,281,7.76,Fundação,9.41,Brita,0.89
CCbjj-38079,São Paulo,Argiloso,86,8.77,Fundação,12.3,Tintas,0.64
CCbjj-38080,Manaus,Argiloso,151,10.64,Estrutura,9.01,Areia,0.79
CCbjj-38081,Porto Alegre,Argiloso,297,10.42,Fundação,10.17,Tintas,0.54
CCbjj-38082,Porto Alegre,Siltoso,65,6.72,Acabamento,12.9,Aço,0.81
CCbjj-38083,Belo Horizonte,Rochoso,91,6.39,Acabamento,10.83,Tintas,0.67
CCbjj-38084,Belo Horizonte,Siltoso,191,10.24,Estrutura,8.62,Brita,0.73
CCbjj-38085,Rio de Janeiro,Argiloso,98,9.91,Fundação,9.15,Areia,0.87
CCbjj-38086,Fortaleza,Argiloso,136,9.62,Fundação,11.19,Aço,0.51
CCbjj-38087,Rio de Janeiro,Argiloso,174,7.24,Estrutura,12.13,Madeira,0.68
CCbjj-38088,Porto Alegre,Argiloso,102,7.02,Acabamento,11.37,Areia,0.6
CCbjj-38089,Porto Alegre,Arenoso,56,10.24,Fundação,9.83,Piso,0.64
CCbjj-38090,Manaus,Arenoso,245,9.54,Acabamento,11.22,Brita,0.64
CCbjj-38091,São Paulo,Rochoso,82,9.94,Acabamento,8.83,Areia,0.47
CCbjj-38092,Curitiba,Rochoso,230,11.7,Estrutura,11.69,Revestimento,0.39
CCbjj-38093,Manaus,Siltoso,155,11.52,Acabamento,12.92,Aço,0.63
CCbjj-38094,Salvador,Arenoso,192,8.93,Estrutura,9.55,Aço,0.38
CCbjj-38095,Belo Horizonte,Siltoso,243,9.98,Acabamento,10.2,Cimento,0.86
CCbjj-38096,Porto Alegre,Arenoso,242,8.42,Acabamento,9.53,Cimento,0.53
CCbjj-38097,Rio de Janeiro,Siltoso,79,10.16,Acabamento,11.77,Revestimento,0.63
CCbjj-38098,Belo Horizonte,Arenoso,170,9.71,Estrutura,11.48,Tintas,0.62
CCbjj-38099,Rio de Janeiro,Siltoso,73,10.96,Estrutura,8.54,Revestimento,0.46
CCbjj-38100,Salvador,Siltoso,246,9.07,Fundação,9.17,Revestimento,0.35
CCbjj-38101,Porto Alegre,Siltoso,206,11.36,Estrutura,12.67,Aço,0.37
CCbjj-38102,Manaus,Siltoso,296,8.03,Fundação,11.16,Piso,0.68
CCbjj-38103,Belém,Arenoso,275,10.53,Acabamento,12.4,Tintas,0.58
CCbjj-38104,Fortaleza,Rochoso,245,6.44,Fundação,12.4,Madeira,0.48
CCbjj-38105,São Paulo,Siltoso,146,9.09,Acabamento,9.09,Tintas,0.42
CCbjj-38106,Rio de Janeiro,Arenoso,184,9.24,Fundação,10.78,Cimento,0.47
CCbjj-38107,Curitiba,Arenoso,295,7.3,Estrutura,8.51,Cimento,0.8
CCbjj-38108,Fortaleza,Siltoso,224,10.22,Acabamento,10.43,Cimento,0.88
CCbjj-38109,Belo Horizonte,Siltoso,240,9.14,Acabamento,12.09,Brita,0.41
CCbjj-38110,Manaus,Argiloso,206,8.59,Fundação,10.73,Aço,0.83
CCbjj-38111,Belém,Rochoso,126,6.67,Fundação,10.24,Piso,0.48
CCbjj-38112,Rio de Janeiro,Rochoso,194,7.1,Fundação,11.6,Revestimento,0.35
CCbjj-38113,Rio de Janeiro,Arenoso,236,11.64,Estrutura,9.09,Aço,0.52
CCbjj-38114,Fortaleza,Rochoso,148,8.68,Fundação,12.28,Revestimento,0.3
CCbjj-38115,Curitiba,Siltoso,238,10.03,Fundação,11.92,Tintas,0.82
CCbjj-38116,Salvador,Arenoso,262,11.78,Estrutura,12.44,Piso,0.9
CCbjj-38117,Recife,Siltoso,222,10.93,Fundação,10.77,Tintas,0.36
CCbjj-38118,São Paulo,Siltoso,238,8.98,Acabamento,10.09,Madeira,0.85
CCbjj-38119,Porto Alegre,Rochoso,239,7.51,Estrutura,11.34,Cimento,0.56
CCbjj-38120,Curitiba,Argiloso,195,10.89,Acabamento,9.63,Cimento,0.5
CCbjj-38121,Belo Horizonte,Arenoso,105,7.16,Fundação,9.88,Madeira,0.46
CCbjj-38122,São Paulo,Argiloso,91,9.99,Estrutura,12.67,Revestimento,0.81
CCbjj-38123,Rio de Janeiro,Rochoso,257,7.25,Fundação,8.92,Brita,0.7
CCbjj-38124,Recife,Arenoso,180,8.04,Acabamento,9.98,Brita,0.48
CCbjj-38125,Rio de Janeiro,Argiloso,100,7.94,Fundação,10.79,Tintas,0.54
CCbjj-38126,Rio de Janeiro,Argiloso,194,9.79,Fundação,12.25,Revestimento,0.34
CCbjj-38127,Belo Horizonte,Argiloso,189,7.18,Estrutura,10.57,Cimento,0.69
CCbjj-38128,Salvador,Rochoso,67,9.78,Estrutura,11.84,Madeira,0.41
CCbjj-38129,Fortaleza,Siltoso,166,6.58,Estrutura,9.07,Madeira,0.37
CCbjj-38130,Rio de Janeiro,Argiloso,139,11.55,Estrutura,10.06,Piso,0.68
CCbjj-38131,São Paulo,Siltoso,81,9.66,Fundação,12.85,Cimento,0.37
CCbjj-38132,Rio de Janeiro,Rochoso,194,7.28,Estrutura,8.22,Piso,0.87
CCbjj-38133,Belém,Rochoso,264,11.74,Estrutura,12.83,Tintas,0.74
CCbjj-38134,Curitiba,Argiloso,71,9.45,Estrutura,8.87,Piso,0.44
CCbjj-38135,Rio de Janeiro,Arenoso,234,6.64,Fundação,8.22,Aço,0.63
CCbjj-38136,Fortaleza,Rochoso,163,11.96,Estrutura,9.19,Aço,0.38
CCbjj-38137,Belém,Siltoso,102,11.24,Estrutura,11.75,Madeira,0.48
CCbjj-38138,Recife,Arenoso,173,7.06,Acabamento,10.97,Madeira,0.31
CCbjj-38139,Salvador,Siltoso,183,11.21,Estrutura,10.7,Tintas,0.6
CCbjj-38140,Recife,Rochoso,163,6.61,Fundação,8.05,Revestimento,0.8
CCbjj-38141,Porto Alegre,Arenoso,177,10.89,Estrutura,9.32,Madeira,0.33
CCbjj-38142,Salvador,Rochoso,140,10.85,Fundação,10.92,Cimento,0.36
CCbjj-38143,Salvador,Rochoso,115,6.63,Acabamento,8.07,Aço,0.62
CCbjj-38144,Salvador,Arenoso,181,10.07,Fundação,12.02,Brita,0.49
CCbjj-38145,Porto Alegre,Argiloso,150,11.25,Fundação,9.12,Aço,0.55
CCbjj-38146,Belo Horizonte,Siltoso,70,11.52,Fundação,12.22,Cimento,0.67
CCbjj-38147,Curitiba,Rochoso,105,6.09,Estrutura,8.79,Madeira,0.52
CCbjj-38148,Manaus,Siltoso,130,6.8,Estrutura,10.39,Cimento,0.41
CCbjj-38149,Porto Alegre,Siltoso,96,7.74,Fundação,9.25,Tintas,0.77
CCbjj-38150,Belém,Rochoso,233,10.05,Estrutura,12.24,Tintas,0.74
CCbjj-38151,Salvador,Argiloso,55,11.8,Acabamento,9.41,Piso,0.84
CCbjj-38152,Recife,Argiloso,171,7.51,Fundação,11.13,Areia,0.86
CCbjj-38153,Recife,Siltoso,282,11.87,Acabamento,11.56,Aço,0.66
CCbjj-38154,Rio de Janeiro,Rochoso,159,8.52,Estrutura,10.35,Madeira,0.49
CCbjj-38155,Manaus,Rochoso,273,7.66,Estrutura,12.3,Cimento,0.52
CCbjj-38156,São Paulo,Arenoso,250,6.16,Estrutura,9.08,Tintas,0.69
CCbjj-38157,Curitiba,Arenoso,257,7.87,Acabamento,12.45,Madeira,0.82
CCbjj-38158,Belo Horizonte,Argiloso,184,8.72,Acabamento,12.83,Areia,0.36
CCbjj-38159,São Paulo,Argiloso,197,9.22,Estrutura,12.52,Madeira,0.4
CCbjj-38160,Salvador,Rochoso,251,7.27,Estrutura,12.99,Tintas,0.79
CCbjj-38161,Fortaleza,Rochoso,193,10.35,Acabamento,10.28,Tintas,0.64
CCbjj-38162,São Paulo,Argiloso,75,7.27,Estrutura,11.15,Cimento,0.46
CCbjj-38163,Curitiba,Arenoso,298,9.13,Estrutura,8.29,Cimento,0.85
CCbjj-38164,Recife,Siltoso,151,7.71,Estrutura,10.23,Cimento,0.69
CCbjj-38165,Curitiba,Siltoso,274,9.02,Estrutura,11.82,Madeira,0.36
CCbjj-38166,Salvador,Arenoso,177,6.83,Estrutura,8.15,Cimento,0.73
CCbjj-38167,Fortaleza,Rochoso,153,7.76,Fundação,12.23,Areia,0.41
CCbjj-38168,Recife,Rochoso,179,7.48,Estrutura,8.36,Piso,0.84
CCbjj-38169,Salvador,Rochoso,175,8.77,Fundação,9.45,Brita,0.31
CCbjj-38170,Recife,Argiloso,246,7.03,Estrutura,9.56,Brita,0.51
CCbjj-38171,Manaus,Rochoso,220,9.81,Estrutura,12.29,Aço,0.61
CCbjj-38172,Rio de Janeiro,Siltoso,224,11.74,Fundação,9.06,Madeira,0.61
CCbjj-38173,Belo Horizonte,Siltoso,249,11.55,Estrutura,10.03,Areia,0.71
